;avg_spending;favorite_purchase_cluster;likes_sales;favorite_browse_cluster
41b257ee88cb26f3dcc1b2e20ee4585626cf78d5;767;9;1;9
41b685e95f01c4d37c9025ce0f6e2de13f298784;333;3;1;7
41c7126f04cf25c758267b04af116ce7a37f1591;150;3;1;1
41cc80fa0e1e345ece8d361f4af59bcc06d94dcf;460;0;0;0
41ee3782172111dcec817affc18cc784d91b5506;365;2;1;3
422302c2c9065b247ff030329dd94bb59af34d7f;300;2;0;2
42443d8852f9c6cf223fc573db0d6d0241b3e77b;240;1;1;9
424c4dc09bb293ace8b46133cf439ca3c9577871;1133;7;0;7
424f24201913969e657f96c981e8902e6dc642ab;767;2;1;2
425786cb2e5a403c9bbbafd74c54a27ea84967fc;280;0;1;9
4264e8f19b719dcea36c745d5dcb9eb6142e3e1a;455;2;0;9
427e7c02e7267f3d87467f7ea7d3bc9377693af4;559;3;0;3
428e2f01d62c6e615ba55762aabddea35d54ff90;240;2;1;9
42a192bfd7e9cf746968eeef05d5a2876ffaf096;539;1;1;0
42b1c8b568a444d30b4fb93bd1f1b621a76e899d;767;2;1;2
42ca2e0c4c45d2ce99552ea1304269e5c40e4f4d;390;2;1;2
430ab2cd0dc5980e3cc1be3eb7fa409eb54b31fc;470;2;1;2
433aa179a66007cf35664b7e2e644039fb52e37b;585;2;0;2
4364286bb603d0b5bb8f2cf7279e77535f57583c;510;9;1;9
4376526dd4d8c0aed54455a814d0c997379ca184;270;1;1;1
438536745f432b8e604a8cdaf3f9a0533a744f88;1026;0;0;9
4388f220279f1096bf13dfe90e43965d6db377e6;2106;2;1;0
43abc5989b0767753ae4e256a44dc29fbb4370d1;450;3;0;1
43c2ff02787328d0bb699203604a35d6f420f37e;1070;1;1;7
43c551e8feaf48f1cfaf11d8beb36ee56bf7a5a0;1754;0;0;0
43e5f63c7804b969402e8ae2b0c9987d4cde59d7;525;1;1;9
440312a2a2b0f5a966bbdca7f49758019e397f96;440;0;1;9
4404fccb7b44212e1b7b0bdce891ed4d001ee81f;893;0;0;9
44064bc6c4faf4def10ff0e03caae5eea7042520;300;0;1;0
44214f29bb8115434001385724ae9068bb210c58;900;2;0;2
4444fafdf5695a4ab6633c3a3e99a17aafc2b4da;400;0;0;0
444a5285c945324d5dcb532739129a9ee949f963;770;2;1;9
444dce3b34a0ed93b805c23ea14955a0452647d6;548;0;1;0
448a17cf520a007a0bb44ed095c9ba0014223502;300;7;1;7
4491564931db7dd29c69bd01d86c93813b95e8de;240;0;0;0
44952b140a7cfaca89ac87fcd4cd16e11207a842;275;0;0;7
449a05c08b6e4080845f691a6dc50097af5b02c6;790;6;0;5
44bdc578465e15b8cd14f9c259294cfe2909c2bd;225;0;0;0
44bf596ca2384cac07edeaa5195fec8316c56cd6;1609;5;1;7
44c2639cf0cfc7e974707afb96c7a4b008d80325;40;9;1;9
44cee6fd002518109434548116bf1114185a70c8;569;1;1;9
44d18d153f1df17750049667186bacd94ea7c3a5;290;9;1;9
44d649d720adcd2e0407320d5ad958861b3d1c52;425;9;1;9
44e335a524de5b18e0b65ac50d54498db169dd9d;269;1;0;1
44f8cceedb5c9b592b559a2b0d28920e9a170aa0;899;2;1;1
4502889b0863c7068cf9365f6c62e281d4fe72a9;470;7;1;7
4505b1580803a2cc81821775faf124425324f642;845;1;0;1
4515fafc35a0e32c979834a6e33bc1ebc941ea7a;625;9;1;9
455b587f2e7da6310adff994c3abdabf101d0ac5;1587;1;0;1
4561366b88be930996c1e036f891dedbae194dc8;1742;0;0;0
4577b4373031e93ffe7e063e0b385ae3575e6e34;900;2;0;2
45971a63d2ec350fc3e3966d852b03e6a5d1410f;312;0;1;9
45dd41107ed7f9132a74e26774227ccede0cd93a;1207;0;0;2
45ebb6e41250507db6b45bd1baef4a17d77b6364;1199;1;0;1
45f528d3a38daa5399838a3778f0d049ca8187f3;450;2;0;2
4602313da3faf7ba0319e7aa53f87fb87f87a271;420;6;1;6
46200b43cc0909f5c626b4e023c0138bf6ee137c;399;2;1;2
462d58fa19badf8ff6c844255e5bd42be8e0219e;900;2;0;2
463741f3cac2b37048949df0733f8529f9d37d02;150;2;1;2
464b2bd19ab32b562e5057f11976162ead53a62c;500;1;1;1
4654423249bf6d02f6f65d57db80e9a4c71eb96f;740;1;1;1
4687568d3ed7ac2b97a5b46c2c60d96d25f99e4b;1093;0;0;2
4697f12a0f863d083d1c13e6680b3f7eedb1f975;599;2;0;1
46b08754fa3a9fab3a5f970954ff647e287c1a47;289;1;1;1
46b1ff9b815467771049faa720e702c793ee7baa;1074;1;1;1
46b3354138509a0a7162ada1b23dd43064953ead;769;2;1;1
46b61e536d8e533d4813c1246dd0c93ff8368a82;930;3;1;7
46b99d0a1073e7b825866dc7adaf2813edb63aa9;1514;1;0;1
46b9fd65ee3fd48890d630e3305cfa588347c270;395;1;1;1
46cf0a5de166506798042621aeabc4ee4f05e01c;1505;0;1;1
46dd309e75b3f6426826a13541fbd2f34e25d99f;350;2;1;9
46f1b4db309bf7faebd3c39a689f7ee36d18890d;370;7;0;7
470c06e71948f68e40e15922c268faf81a60891e;474;2;1;9
4722ac1bbd657113dfdf73a715e069da1e473842;2089;9;1;9
4725accf9c272719dcd3972fde9e176a8e72be48;590;9;1;9
472710aac87b62028157642f65fe2c6f7ef04d30;450;2;1;2
4727c78e0210234a776a5f93d54d4081193e3d35;480;2;0;9
4746db3e7dc4899b2a9b0acc66e758b31818b913;510;9;1;9
474d6900bd759b2a522065671340e18375638d88;700;7;0;1
475682ca31059065d88db3210fcc349de2013cd2;200;7;0;7
47689c47cf969c971b4c4b9643e3ff611e4ad117;510;3;1;3
477d026c06981ff0b7b053bf358de69b5a78ed79;653;5;1;9
478a3f0fb3de062dd72d69b8696f7ac15f8f678b;400;2;1;2
478d3f461a3954ac50c39c46f814941ad2317787;786;3;0;1
47c352dc9ee7ee79289e4cbe95efe624ceaa162b;1250;2;1;2
47c3ca96a1ff52bf128e0d71f7ddd6b83b8b4f8a;0;1;0;1
47c527bee3bb96fe6cadc08d0f49145b4e979432;604;2;1;2
47c8ff5934ef02ad2cf1c64c341019f239c66609;365;1;0;1
47cc4072a0459b1e1fc4a27c62978f102eff9f48;290;0;0;0
47dd76c87dd180f2d583c7aae9a1a6f8e49138d1;609;2;1;2
47e6c28044ea731aef38f1be6cffd2872cba5a69;357;3;0;0
47e97179cd9d35b39678994aa95e4fc28acc38a5;366;9;1;9
47f9863bef0bc28e22ae11dfbe2ff441db84180e;3480;1;0;9
481481fd9fed85fdeaffd047ea7b14499698706d;170;7;1;2
4816a5c3b22734a74a970c022f56a2fa3a6412dc;829;7;0;7
484e510c1b998b9765e38870ec0daff7e72953ef;635;7;1;3
48727e4f3ae6547c914f7e9a1da44b619395c0e8;1097;0;0;2
487d60845a27dea520edd7a484aa562b7f933b0a;475;2;1;2
48ac1496e21d7babc526b4594a1f31723acee6ce;830;2;1;9
4916b39e00cbb51167c52fda8ef391350221d2ba;1439;9;1;9
492b35c03690132240e4fc9a6f757e9398f91c6f;410;1;1;1
4948b0d9e3063b487a4354209517d5a3dab6d15d;1370;2;0;3
49587fc823c77b1459630a3b16851472b0da6d6b;200;1;1;1
49796f4833053f8519428a075b41942c93a29036;50;7;1;3
497bf2b48cb2858bd1111d6e6c898dae12a69286;380;6;0;6
49997913d3f9480215c38f5ed2d1e9ce1763361e;250;3;1;2
49a5dbedb904dd5bfb96e03063fa766d0fff89c1;383;2;1;2
49be7e1aa482bb10372b1cb4946f69b55f9c6850;660;6;1;6
49fe4549320d104800a9b29b293b314cad5bafd1;183;0;0;9
49fe8a2849d5eabfa020d410c09ccd2866a2aa71;231;0;0;9
4a1ebfb5ab4adb593b2651fe62e51415e2a2ac10;618;1;1;1
4a241519ec542fb93bae4b8b5c53bae573e06c00;797;1;0;1
4a63a9e8d6289e5bb796b63da121a91e366c12ee;569;7;1;7
4a66d9d84dca5afb1613e3784f69537988ff5b3f;455;0;1;9
4a68b3b9fc8f105400d20689b3a7207b7e08ba69;379;2;0;2
4a739487c1a3afde2c93044c7e7c6166af1ca128;530;0;0;7
4a7fc819498f2c5443ed711436e6d4c3be1f501f;194;9;1;0
4a8323c2a1c5005c2e149df7825d7001af2f4a95;700;2;0;9
4a9847506971ca3df003b79ec7ae6894994d4f6b;300;7;0;7
4a99bb9ac178114ec0e20d2ac36ebbb3c7afb1ff;400;2;1;2
4aa026696b01a97736672c41b533cc09b94521f7;2535;1;1;1
4abdfb1731290f6b6843a0c2ee37b60074b8250f;209;9;1;9
4ac5f8c94b15caacfe7d15b768e12471091ff5f4;2647;0;0;6
4ac642b6bd04bb7be88f31e43167ab49017df50f;199;6;0;7
4acb615dd187ffec0f00a571d978e882d436e1ce;500;1;0;1
4acda4a757994274938284ee9076a1f944dbb8c9;999;2;1;2
4acf23832476d8b1a8da28faa7e886cd1aedf1ee;800;2;0;0
4ae89e026a2645410f3ad6de8b896be60e3e9029;1003;7;0;7
4af4c97106997583521ee6cf666b0ad4accf9291;960;0;0;2
4b1ddd34b535de601e1cc5ad683ab624144aaee8;0;1;0;1
4b4e3e319e5366b98451a1527fb927525f824079;350;1;1;1
4b793026442b2d0bf06c908c10a5b9b111c8f82b;2455;1;0;1
4b8d25729626f2d80ff7ba17765956de2d21ecaa;1277;9;1;1
4b9ca05dfae7f3adc1b11e533a7271df0527ee74;268;0;1;9
4b9e6c008355d1440a2a09bb2b857f1c8bd6a18b;345;2;0;9
4bb96e824a221a57562502d992bb28f6ffccb0ba;770;0;0;2
4bbe975f583bb25a001f55e586cb3e6c00855554;542;3;1;2
4bcd704c58437d3e3a353f4fca2da5f9260d9561;535;2;0;7
4bd90850c694bcf78014a86982d881f41ec6bdb3;4828;8;0;0
4c0aeb2816757c5a0be89dfeee6a8677694dd342;1829;7;1;1
4c1b5ec8ee06592a8ff6aa58b57c50cc126348f9;600;2;0;2
4c23774a1856b916b928d892866ef4ed94d5a346;462;1;1;1
4c349d447ae14a48f17dc21ee096a59e14bafbbe;500;2;1;2
4c4f0a8e8f5ddbb08272fd9b243ff495caa37bb6;375;2;0;2
4c5113ec5963f84c3445f5bb11195a3975fa0664;200;2;1;2
4c56c54bfe93ac063d56777721fe73480a40f9ca;750;7;1;7
4c7bc3c8cea471fb01b49afb54e99c53950267e8;1002;1;0;6
4cb3f5b24d31bf1c3c98af08aab0ca103b354bdc;225;2;0;2
4cbca8a8da1de72171fabd0e89c920632f8eeb67;1872;3;0;1
4cdc099e8ac228b196b698c4ca7476b2ceb5d92f;423;9;1;9
4cf6d0d3b5503e391f97f9914e3c93c8511de972;305;9;1;2
4cfdc6f804362a893bc383a9bd053f95d9cf0a8c;800;7;0;2
4d0d2e905c79dea0a720262be9751b3a58801396;250;0;0;9
4d22e2738241e83823e82aa85a6e6b3664445aa3;830;9;1;9
4d2ff5e38e48c61c11e43622040a87a33613cfa8;740;0;0;6
4d304d8abb5e4cf38dacc6c325ede1445a670382;871;6;0;6
4d7aeaabe4c7fda7546793e767956a4d906e089a;2880;0;0;9
4d8367279695536e76f0ef601d06e5f0b9dad1d1;1654;0;1;9
4d87fdadd9a85b8aa31f73bb4f09ac50a193a07b;700;7;0;7
4db82c4381eb3240b0d0bddeaecf3d4354a0ff03;160;2;1;2
4dbeecb8d3313cf9ef12fe859c528e2581b117f3;1059;1;1;1
4dbf301d2afda31253bdfcfdc48e095649cac872;1920;0;0;0
4dea8b2c6a5513bfb520314ba0079a781efbec8f;794;1;0;1
4dfdb1762501e056f7f248c4059be9eb657c5b03;430;0;1;0
4e0948ece351c3c3fc44be9b7fb1baaec57b74fa;1359;9;1;9
4e23f2c3da7921589d2af3457d121a0c2d6988f6;306;1;1;9
4e2e157d5691db9513cddd66a72e622a266d771c;957;9;0;3
4e304e8d6c8102642a51d67320a5814ec4be0216;410;0;0;0
4e82a768868de3c0ce1770fb5f28828c1fc81564;300;7;0;7
4ec1c6dc3559e8ad50b4b2c08aa5c617d8d52580;260;0;0;6
4ee458e86db8a6b731d46f773a9e1b70b71befc9;400;2;1;2
4ee8ab2c958cb027a98534a50a193c62da0a6db8;775;0;0;6
4ef4760348c900c9c69a214ba9b62796bdbe1a4a;1027;1;0;1
4ef58033a96ea49e12e11247ebec9b9fe073714c;727;2;0;0
4f22ce700d1811833d3d684af7554f834bb7c0d3;330;2;1;2
4f2a3a3a3ba7c832656198243d64c7bba6947a69;284;0;0;0
4f2b200b508e1463db5ca12d53496b352a0f07cd;299;0;0;9
4f2fa6e97a95baa2e2035d4aa12a734a9ae3bc6a;500;1;1;1
4f597c9ad7114d8c7f348502711b70acc44fc98d;200;2;1;0
4f6817a0f43ce19fd75396ca14cf20daa38b0d85;230;3;1;3
4f9af87fd5e1027aff5da157e4ebf68c31693300;830;0;0;0
4fa299a20a73d75ba002bcbb548d9e0739dec7d9;811;1;0;1
4fab6f8b155ced17452fd035758fb6a14d8b8915;430;0;0;0
4fc4eac19c5c413f791e51a7223a21919fed3a61;240;1;1;1
4fd49257ea268947d38208e489b7b8a6eb7070b2;400;0;0;0
4fd8a672e3bfbd76a65bfa4887004bded17f3c67;399;1;1;1
4fef610ad1abf582ef00f33c00fcee7aa71090f1;466;0;0;0
4ff354cd58d4f637f314cee6e73318cd0f244ff4;347;9;1;9
4ff789f9bf1e25834952f18099add9523f230296;500;1;1;1
501a4050b3419abcc0e0ca5fae7e735d1bbdb2fe;233;9;1;9
501ac1c0d6abde41d9d81cee913752c8bea193d0;470;2;1;2
501ffe465f2c48806b6beea48dcda3e9511c25a5;400;0;0;0
5048c39baacd83c462b7cd40a77cb85a259197e9;310;1;1;2
50628bc8761b0755dbcd2225196a6709eda57f4f;1085;1;0;0
506ae9780c71e4fb1adafb18d7e8dec1987d9835;310;2;1;2
506f43496f633cdc1c5f63d2f519cb6974cae023;397;5;1;9
50714197577eeb5300ef3f74f7261bf8a2e2b084;470;2;1;1
50a6763abcb6d38449481cf7ca514e8d069abb3a;527;1;0;1
50d024fd75a84989789417eac3a4cc6a2f951fea;220;1;0;1
50eb3a4f6f8ea860ad82c8175369e7054db20026;130;9;1;9
50efaa47198de030aae597438b98faffb86e7fb7;150;0;1;0
510aa84e1de4fd6c4ddf35f33daaa64b18bcba90;321;1;0;1
510cd8ba654a79a7b0744af479013c2dd236fd30;300;0;0;0
5113b93934f5c24a78cdd580d77f8def5138e383;800;2;0;9
5140943f918ba7c5a5aac1fcc24c54e17a0727dc;599;2;1;6
5158e011918adf3c3b3aca6b0faa1c6b2b1ac436;633;0;0;9
5158f25e82b34720233fcfa23ed0434f295190d0;1210;2;1;9
51965584ecc5e78a7952bbd4c10a5538926e84ee;170;9;1;2
5199e84b3ecc95fd272905a9997adac2a0ee2748;1919;1;1;7
519c301dd260664ff561ce2fcd192e09376aefb8;273;9;1;1
51b1ec5ca64dcb294e0dc7f672d2a194a844c4d6;1132;1;1;1
51b804660ad4859d3d8ee996e365759b27fae7a3;899;2;1;0
51c7ff50f1a0c473ffe83001a986624a7a77d9d5;120;0;0;9
51d422296466862a0361613a5095c32ef68fd8fd;578;1;1;1
51f470f556961b6d581274570977252179a76cce;410;9;1;2
51f82ff0351e93e333706cfa95e2fa26df584849;1149;1;0;1
52027aa2928afb0fd4b6b1e66bc0920998be9e58;420;2;1;2
520588f15c0eb89ffad79f77fdf74213502123b5;310;2;1;2
520a358509114218d43af268a5f9a5516452611c;1500;3;1;0
520f6c7b567a7c0a9d445988e85039e0a0608fb8;130;7;0;7
522ba1fc5bcfbbbf9e535af24e85536d32f75270;420;7;0;6
524e38709b795c282f023f09591d3f0ea54c5bad;100;1;0;1
526918eb4ff2a9da17380def5d1bc2368bc93c00;733;1;1;1
52771126896d9b58db88376db744cb4f84fa061a;6415;0;0;2
528058f31c8772579057da2b703a169715e644cf;689;1;1;1
52826f8ed4ddf02301870e19eafa694f645ce9e0;600;0;1;2
5304835858d5781f28c3bb07aeda9d8831e677d6;395;1;1;1
530faaa5874b4b024131a5205f4d39269ae3b2d1;1472;1;1;1
5319e182f993b1f6dce94f908f6455d71c58d3ef;162;1;1;1
536fae3c20ea8fa1e530b41da83e580d6fbc9737;215;7;0;7
5371496c87ef98fe05c7d56aa8592d6bb60aa604;610;0;0;9
538f784d945564d575a47acaf2a05fbfeeeb5a52;300;9;1;0
53a81abbc9244515d833498448fc09c92d723d94;563;1;1;5
53ae2c3e595579c358861d6fc7fc9c475ea751f1;1080;7;1;7
53bdc11c8187a26c4035bf43b678070074fb64e1;425;1;1;7
53c000ef708e5158d143c2914dee7c08ca374cad;490;9;1;9
53d9e3b91e7e481de7f5db4fe6ea5420955d140b;115;6;1;1
53ff58b84f4fab667a5c719b0c35f3bd763e2df7;1021;1;1;1
543b12d3a607d54537f4a4b6d6a8ca51e5e41027;290;1;1;6
544b011c12ac57f58675ccc1d16a61f6aea9b4f3;1979;0;0;0
5486bf4772b28a664d6f7b9f44a66342e4de29a4;800;2;0;2
54a192d8f9bd1fbbb6458f81cf8e84611b509b94;205;6;0;6
54c3bbc2eb701f02222ea0431fab704a90073e27;754;1;1;1
54d7f6a3b1f315840536d4d9159102f72fc36e50;610;0;1;9
54f3a0f458c22512f0c31cea11eb91bc472e05fa;190;6;1;1
54f7a1405af6e6121606f164513244f2f783f101;865;2;0;0
552352fd3bea0b39c01cbe6061662a1b5fbd3cff;0;1;0;3
552bce73bbf99151d0fdce52d56fc7f593f45ee4;480;2;1;2
5536a96081d97347c16258137ebe7653055f199c;2940;0;1;9
554529c45798a271983443c6baa2346f378c91b2;285;0;0;0
5551816489e422e51f9619a44f5dee83c18ebf9b;450;3;1;3
555f07f434c74f75a05b6ee607946de09bc3abf7;1076;0;1;0
55702be22ffa5952073bf2eb0730d7caf7c08878;500;1;0;1
5587b68e18eaf510d03fabea09759921659976ca;500;2;0;2
55a296a580a5273983c0a1f55e4e44df1eb378b9;464;0;0;5
55a61c5ca8f3009c2003e9f03eb65369ffa69464;140;3;1;3
55aea8fa6360784289cd920c19a1e704f68a07d3;260;3;1;3
55be68b36387c15554c9daa080bd7cbfa0f31a35;887;2;0;2
55d7757b9d027b93928c080060144e91ecdcb8ee;384;9;1;9
55feca543ecea0b63d235e4642c821e30ab3ee9c;1003;1;0;1
5608f8b0103b987e2706bb664021fcc3357951de;434;1;0;1
5631061c25419552af39796c29bfe289c7566758;2576;2;0;0
563b678c36fe25071a3a9da304c2ae49b2bac4df;1261;1;1;1
564fb861a5c3eb0c11501b9ce273e9941e70ecd2;160;7;1;7
56532306a49b1728656529d7e71efa308b469941;680;9;1;9
565cf819b999d9329d961f45a787249aef097713;700;1;0;3
5684845b8b7f4f81c621c6589285b257d47d9c64;1136;3;0;1
56972f1831c2677d23395ff232364cb75feb3406;410;0;0;2
56b654435ca2d950169e91f797e75f21c3a85615;300;0;1;0
56bbadfa46ffcc35dc34d58c7cca2c2f9a2ae94f;358;1;0;3
56bfeb9384f05f6608c99e1a0bf726f9ed82d2ce;380;0;0;0
56c259f49b81621ad8edce70d4b8404dc1aa3c6e;300;9;1;0
56d3603d424654cff7d0d50698bda45819d6e10d;350;2;1;2
5706cd7b801bfa1adbaff72d455037300f67ac5e;1499;2;1;2
5750010566819cbac46bf18cf90e50ae0474e268;230;9;1;9
57680fa90767de964637b7e62dc1a3d5975e35c3;200;2;1;2
5799a5685fc91bb5c12f4289a6a4b2ae774f02bf;612;1;1;1
579dad93c83ef76f9e3c426db3953a3908410229;315;0;0;2
57aa6eda66894d2290c5907c5ecd3d36e8045020;729;0;1;2
57b5fb91f26204d71d00a67103950c0faaa49208;479;1;1;1
57c45133ee637b8327a4c5176a842a9398949074;80;7;1;6
57d593a04c8955fcdad870567b97a52e5a1cadb4;980;3;0;3
57f5da8d7b6ea6034e80b6037c1d443b59087503;180;9;1;2
580e901a2fe4f688e9420f23862b83373d41c556;769;2;1;2
586929e4c2f2349e711ad2fb6befbc8065506ff3;700;7;0;7
588bc8c4c9cb11307877d541b3f3111c4ad4e3f4;374;0;1;0
588e5f4974c4f2bfd1664f540c9e5e1b7570cfe2;600;2;0;2
5899361b6f6e39d9324d0dc408dccc68716dd007;992;2;0;3
589be6361e550f327d3fb01429398a481751fb4c;300;2;0;2
58cf0ea3fbfbe2f2d109d44c62a279ece91ae0b7;335;0;0;9
5903a73fb917977ba4b72462a0c55858883e5e0b;885;1;1;1
5907d8d41f3837d29cc5db9cb6d8a192d56bd990;300;7;1;2
592c3445433489ec17a9e2962911ec3bdc45bfd9;457;1;1;1
594434687424a17aa456dd0ab544adcb9f40d881;820;2;0;2
595eb47a45429897bf0dc0d76691affd22247ce6;453;2;0;9
5990e2bdc71b9981688a310b837a83285b65a752;1509;7;0;2
59eb7f69d9986452ea8ea9bfc66d869339735f2d;0;1;0;6
59f21becfdc9ecdf131e0083c1671ece7877a393;530;2;1;9
59f24ce645e48f8575bb1e67ac8e7d9c75f062f6;160;0;0;0
59f7eecc3820f3172d915b70892b771e57effc4f;520;1;1;3
5a10a0a8077ab3ac6dc59623a00ce6fab3e5b77f;240;1;1;1
5a1bd235ace59b286c0c0873ad9771b42a12f904;366;0;1;0
5a290b76b1fe527d76befa70d8f9bb561cfdf928;956;9;1;9
5a5c57d7de72cc5a53fb597a9ca586cbe58f0f3d;1407;2;1;9
5a92a1d9702ecea85f7fa0ffe80b38a0f82037f5;474;9;1;9
5a9378bf41b499fda5475421681a01790bbcb56d;470;2;1;2
5aab48475be106881b8512f22e1d43b8723aba1d;335;2;1;2
5abf68d8754094d5f88e6ab50db5fb85274e51ab;130;9;1;9
5ac9cdbbd9fbdebe85fe4aaa8670006b023856a9;420;6;0;6
5ace6be8375dc12c561484deb58d7a16b33dfc3c;190;3;0;3
5add7dfe86cf89cde7283f5f1c50cca63671ff99;990;1;1;1
5adeb50f9ed937ae66d3213bc13aef69e7f2b9ef;1790;9;1;9
5b11b62f56c9afa96fa54a1da3b62306e1f92884;473;2;1;2
5b1cfe669f114cd2a0bc6bc80449dcad180a428d;627;1;1;1
5b4ea8daafaa981c72213264ef2359dd2a0cc80a;1957;6;1;1
5b686b8395322014d20ae66fd4b3d5b3ab5bf88a;520;0;0;9
5b7769d96d6c54ee9a5412ed52ade590a7a216da;1358;0;1;0
5b7f23dba9573c650c0964e0e6e7f6137fdecdc9;298;9;1;9
5b8302eaf1259e566fa85010fe21d1c8c3146da4;1008;2;0;2
5b958b8d6357b066dc9fc17dd2bc5dfbbf8264d8;1191;1;1;6
5b9c026a6be00757c4a75f63ad57ee026f48c98d;1690;1;1;1
5bb0012b45e44ebd04081280e1b4f6047bba8a8c;1648;6;0;6
5bb03647374c32ad25cfa59d31842f973f1b364a;1330;0;0;9
5bdf44defa9f74dd923a2cecf6358ded35f1aa60;600;2;0;2
5bf3c0c374f773c7d370d3aa2c40f5440888af2e;530;7;1;1
5c09f0e90d5ae18d725f33c3cf8f8b1d0fee6781;200;3;1;3
5c2cce0d63d1b1f66415e4bd763f71d39413df11;1464;0;1;9
5c3a3f767bfd46790708491d6c1b5467fc262aa9;1349;3;1;2
5c552d73b28a609e41071d0479c9dddfa5f2314d;310;2;1;2
5c57789c894f43d2b99a1dfba60055bc733d5c7f;95;6;1;1
5c667949ef29eda4ca09c25d8a994a401ba0e22b;530;2;1;2
5c8bf0c4c55fbcb64c20a2a584cb8fa9144c3c4b;582;0;1;2
5ca6e1bc1d0c4c6fc7510d7a34d716dbe95e0acd;1174;0;0;9
5cabf5fdde146a50a389a1541a1a04cbd48fe027;789;1;0;1
5cad06186513ced6ea42e83e34aefd3ff27a8f0d;200;6;1;6
5ce7dd806469d3451041d5a22879d389665fae40;450;1;1;1
5cf7b2c265410b0b0b743be87bf6104b43512b34;800;2;0;2
5d3e6b89d88b73c451205a6b7917cb2b63ba0ad7;570;0;1;2
5d49453eff0078c08fd1b1d8e9fe2bb81faaf19c;669;2;1;6
5d53055238b7d870515da5d9268efa684eaf33e2;930;1;0;1
5d55e4679552a42807ea3cfeb9af4a6099035208;1269;2;0;0
5da8924b195d0cf4d9c8d4bc8e453fc45934c9ce;0;0;0;0
5dac10b9da685a2c5b2ae4e4fcc7e6d626fcfa54;650;2;0;2
5db5adf765e066d872cdfed0ff471d1a806832b3;310;2;1;2
5dc13bd218a6914cb0ad097f5c76dbdcbba7a1df;320;6;0;7
5dc58b30c95caaf0bd7c3914c875313fa62ac4da;658;2;0;9
5dc7aeaccaebee53230dfbc41ad639ed841d64ca;821;9;1;9
5dd88c5fd167f9366e06895ac9bba8e78cae4972;350;2;1;2
5e052e0ce9db63a6d5357b55e9012ef19c4df717;402;2;0;2
5e11edd16def2dec1575d03493234cc840092919;449;0;0;9
5e4955d924fd677a4d63bddbc3622d4e0aae3795;680;7;1;7
5e5c65906c56a0780abab3d686d70e31a5b35ee1;150;2;1;2
5e737f2a9d3d44ba05e15704156c4a084b1d4f09;205;2;1;2
5ed289e91328af3ce4081f37295a1b823cc1f4a5;489;0;0;0
5ef0d850862f5b03f224f41cff9d64502af4b83e;490;0;1;0
5f08a84946d787ae7d0dc4de38d098655a0f8285;250;9;1;2
5f1b3792150a59074f8c77fc3cd53b3576cd98c9;160;0;1;9
5f3d0655811bd21d189ff4c96564babf6411c8e6;947;1;1;6
5f4703e8d0f40acca883661ccdcd548a78063299;570;1;1;1
5f85b62bf2a1247012abcb20571b596f5d05967f;962;0;0;1
5f872cf72524cf7464f13d10957e752b09437c96;491;1;0;1
5f89a58bb87599f902685615af2491157d7e6102;843;7;1;6
5f8e222e0dd0cbc899858ed99052e7c766bf3df8;2999;2;1;2
5f976418c10e97daed25201c4a4efed026f9e917;350;3;1;9
5f9f2d8acf9418c81e78450ef7426b1bf5034749;340;1;1;1
5fba6e3aef2df60139719c98b71c8b6bb3deabbd;609;9;1;2
5fde0cb880980077bf87be19c873647b71c51d9a;0;7;0;7
5fea5d262628a413fffb4b5dcad8d0ea875c45f5;399;1;1;1
6002d3ff12e1315ae289c5385cb35a6961ee65c5;319;1;1;1
6018a4bae52618068ee6a8009212ff693e1cb7af;630;9;1;2
60194d5cad3d5cd45bdd95e5167f1c9e50c1af46;734;7;0;7
602408e444292f50ee643acc88772ad7171d0c30;100;9;1;9
603d7204e3f4c23ea29853ae849379c2ee782f0d;450;2;0;7
60563380ee866f3a49b53dce35a657fc5fafe8d1;180;6;0;6
6060b55e8cbec2b637fb9132dc8bfe3ee3b79051;170;3;1;3
609a19ea5f8cda5f1b3eb30ce43b339cd1d20fb7;609;2;1;2
60a87d7a9952f0d60fbd3bad77b8e995bd451087;140;2;1;9
60ab17173d8ca9e4aef58ad07e62664fea5a3c57;170;0;0;0
60af424d94ae61d0d31d9a0cfb2a725588ba394e;657;9;1;9
60c3fb9fc4a9d6c3ddd869bbd5021a7a1f421106;305;9;1;9
60c85f750ed5a5ca86acc1aaf3f8b57877aeb8d7;329;1;0;1
60cbb0ab0f52beef912349b48ac6258ee9d15705;150;7;1;7
60cdeaf3e5c2d1372d53e6616e133988c099fdcb;729;7;1;7
60dbcf8eee8b2e5218fc914ed2ec07ea53791448;261;1;0;6
60e355e41bdb18af668c94b6c459f5d9466d1293;660;9;1;9
60e747b5c1bc3c15dfab3c19fe1d6f2d83d1aed7;130;0;0;9
60e8c1133555adcc5ac48dddcbbf86fdbba3467a;300;7;1;3
60f06579a871615eb368f5fbf9e8e6f5229fbfbe;240;0;0;2
60fcea3b7768eb0e2fc3c73b63ae0fc92f8a2722;360;2;0;2
61253a28a199180dec42d03324109a7b6a4555ad;230;2;1;2
612eb00d4022621fddc35670e0df63cb87e55090;800;2;0;0
614efd36699424d609caf965caa209c7d8a5e4ef;120;6;0;1
6158e3326ca8e9897132f3c03c73df05be99abcb;600;1;1;1
616f2d84aeffc0e9ae70a020400f7c5e7b8bb4b7;365;7;1;1
